Product_Reviews,Polarity,Type,State,Language
👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻,,,,
Ganda ng item recommend seller affordable price pa thank you 😍,,,,
Panget lang yung packaging HAHA pero okay lang naman yung item. All goods.,,,,
"Dali lang iapply, legit na anti-scratch, no finger prints talaga. Ganda pang gaming",,,,
"Arrived earlier than I thought. The product was packed well and handled to me with care. Nice job. I haven't opened my order yet, but hoping it wasn't damaged.",,,,
All goods!,,,,
"Hindi ko pa nagagamit pero sana walang gasgas, kagaya nung naorder ko last time 😬",,,,
Thanks 😁😁👍,,,,
Thank youuu so much seller sakto ang nabigay at walang damage yung tempered at ichachat ka din ni seller kapag hindi mo pa na received 😊 nakakatuwa lang.,,,,
Ok lanv kaso nag ba- bubbles,,,,
💕💕💕💕💕,,,,
ok naman po thank u.,,,,
basag yung screen at poor packaging,,,,
I ordered two items. Ok Naman Yung isa pero Yung isa may fold. I don't think na sa delivery Kasi in-tact Naman siyang dumating. Baka Ganon na siguro noong nakapack pa. Mabilis din mawala dikit.,,,,
Whenever I buy something I always look at the review of the products first then that's it---I always get what I wanted..they never disappointed me.,,,,
💙💙💙,,,,
"Ganda ng Item ceramic talaga sya  

Thank you Seller sa Good Item..",,,,
Sa murang halaga expect mo na hindi tlga maganda. Ung gitna ndi dumidikit nyemas tpos ung gilid lng dumidikit hahahaha. Anyway salamat pa din kase dumating hahaha.,,,,
THANKYOU PO COMPLETE YUNG MGA ITEMS KO PO,,,,
"Complete package, well package ang ganda.
Sulit po yung pera nyu.
What you see is what you get..
Ang ganda nong mga item..
Will order again 😊",,,,
"Got it👍
Thank You👍",,,,
Maayos ang pagka pack 👌,,,,
May scratches sa gitna kapag  ilalagay walang dikit sa gitnan bubbles diretcho,,,,
I received it immediately!! thankyouuuu!!♥️,,,,
Hindi na siya tulad ng dati na binili ko. 😭,,,,
Poor quality,,,,
Mabilis dumating Sana okay,,,,
"Second time na order ko to, and im so satisfied with it. Sa uulitin ulit. Thank you so muchhhhhhhhhhhh!
More sales to come. God Bless! 😇",,,,
Maganda siya at super legit at walang gas²,,,,
Okay naman.. kaso nung nilagay ko nagka.bubbles na. Sayang. 😢😅,,,,
Maayo na maayosss!,,,,
Thank you 😊😊😊,,,,
"nice packging.. thank you seller...
thank you din kay kuya nagdeliver..",,,,
maganda good quality,,,,
Ok sya maganda kaso yung isa may damage may butas na maliit kaya pag nilagay mo na sya sa cp may bubbles sya sa part na may butas. Pero super ganda nya cguro sa pagkakadiliver na lang naano yung damage.,,,,
Thank u seller. Kahit 13 pesos lang ung item well packaged parin ❤,,,,
Di ko na na picturan napaka secured Ng item di mababasag 😍😍😍nag send din si seller Ng picture bago madeliver👌👌🥰🥰,,,,
Kala ko uh ng nababasag hnd pla 🤣 pero ok nmn siya,,,,
"recomended tong shop na to maganda lahat ng naorder ko sulit at madali ikabit ,nagpapasa pa ng picture si seller bago iship",,,,
Tnx po,,,,
Maganda naman pero nung nilagay ko nag bubbles hahahahhaa mali lang siguro ng pagkakalagay so far maganda naman mabilis dumating hehe thank youuu pooo ❤️❤️❤️❤️,,,,
"Complete and sealed
Cheap price and easy to install
Bilis rin ng shipping
Bubble wrap and well-packaged

💯👍 Legit store 🏆",,,,
Oo nga mura pero sayang lang binayad kahit sabihin na 13pesos lang natupi yung tempered di maayos pagkaka pack komo iisa binili dina aayusin pagkakapack di magagamet walang kwenta.,,,,
🌟🌟🌟🌟🌟,,,,
Thankyou 🥰💕,,,,
❤️❤️❤️,,,,
Approve ang quality tapos napakamura pa! Thank you po!,,,,
Good quality,,,,
Ganda po thank u seller and the price pang masa☺️☺️☺️😘😘,,,,
Super nice product nagustohan ng pamangkin ko and ambait din ng seller nag se send ng picture bago  e ship thank you sa uulitin po,,,,
Akala ko scam kasi ang kapal na carton😁thankyou seller..,,,,
Sakto lang,,,,
gunthe parehh walang basag kasi nakacover sa karton yun lang basta maganda.,,,,
Super amazing 😁❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,,,,
Maganda at sulit mabilis pa dumating. Thank you seller😊,,,,
ganda seller thank you more more buyers pa sana order ako next time again😘☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️☺️.........,,,,
thank u so much seller..i received good item in good condition..will order again.. God bless,,,,
good condition 😍,,,,
Hahavvsbs  ssosoab a s sdkddid  s s,,,,
Mura maganda na,,,,
Napakamura at legit 💖 Nextime dito ulit ako o-order 🥰,,,,
it was great in terms of packaging ang the item looks good didn't have any damage at all and the great thing about it is really cheap thanks to the seller,,,,
Suppppppppppeeeeeeeeerrrr GAAAAAANNNDDDAAAAAA🥰❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,,,,
"THANK YOU
THANK YOU
THANK YOU
THANK YOU
THANK YOU
THANK YOU",,,,
Medyo disappointed Ako Kasi Ang Isa na tempered glass ay basag pero ok naman Ang dalawang ceramic pero next time I well package naman hahaha ok thank you,,,,
Kulang po ang dumating sa order ko. 3rd time ko na po umorder ngayon lang po nagkulang. Sana po maibigay pa din or refund na lang. Thanks,,,,
Salamat sa seller nagsend sxa ng pic before ship .. hindi halatang mumurahin lang😁,,,,
👍👍👍👍,,,,
Ang galing 13 pesos lang may ceramic tempered glass na akooooo ☺️☺️☺️☺️,,,,
maganda,,,,
parang bara bara lang yung pag package 😅 pero okay naman yung tempered maganda naman sya.,,,,
Ok nman. Kaso wlng sticker na pang kuha ng alikabok,,,,
Ok ung item no damage thank u seller and sah rider na mabait... ☺️,,,,
Ang ganda promise,,,,
"Super ganda ng quality pati packaging. Thank you ng madami
Satisfied customer here 🥰",,,,
Proper packaging! 👍 great! Thank you..,,,,
Maganda sya Hnd nakaka takot bumagsak ung cp hahah tyaka malinis tignan,,,,
Ok na rin siya for it's price,,,,
Ganda ng item at seller <3 HAHAHAHAHA,,,,
sakto lng. tagal nga lang. mutik kona naswap 7i ko dipa dumadating order ko. 7days,,,,
Thank you Slle,,,,
Good quality thank you seller and rider,,,,
Hindi ko na picture kasi pero ayos naman maganda solid. Maayos din naka rating 😅,,,,
Very good item order ako uli pag nabasag nanaman,,,,
ganda,,,,
Secured na secured yung item!🥰,,,,
"Sa uulitin sure na di madadamage yung itim 
Thanks seller",,,,
Thank you shoppee dumating ng maayos order ko.. thank you,,,,
"Good product, walang damage nang dumating, responsive seller , Thank you",,,,
I give 5 star super ganda pO nya . Salamat pO seller . At sa rider . Order pO akO ulit,,,,
"nabayaran kuna sa gcash item ko bago ko na order tapos May nag claim hindi naman ako yun....
mag ayos ayos naman kayo seller hindi pinupulot ang pera ngayon kaya pabalik sakin",,,,
super satisfied costumer 😉😉,,,,
"Damaged item, though i can still use it.",,,,
"Sulit ang paghihintay, maganda na quality at sobrang mura pa...",,,,
gooooooooooood!,,,,
Thank you Seller and Delivery Rider 😊 dku pa nabubuksan 😆,,,,
Maganda,,,,
Ang ganda ng tempered ceramic tlga kaso nagkamali ako sa pagkabit kaya mapapabili pa isa😩,,,,
Oks,,,,
thank you seller..,,,,
"complete and no damages. T'was so good, Thank u so much!💙",,,,
"5star kasi maganda, at muntik kona hindi makuha kasi nakatulog ako, salamat sa item at pasensya na kay rider salamat",,,,
"Okay nmam po siya maganda kahit pangit po pag ka package sa kanya worth it.
Irecommend this seller",,,,
It's Pretty Great and Matte talaga,,,,
Napakaganda po ng product salamat po 😊,,,,
The items arrived in a great condition and the packaging was good..,,,,
Thank you so much 🥰,,,,
Ayaw gumana. Sir pinadala ng seller,,,,
Thankyouuu👌👌👌,,,,
Thankyou so much☺️💙,,,,
"Maganda po yung item, walang bakas nang kahapon",,,,
I truly love the packaging since it is very secured. Kudos to seller! I highly recommend this shop. Worth it!,,,,
👍,,,,
Ganda neto. Nagsesend muna sila ng picture bago nila ipadala. Thanks!,,,,
narecieve ko na walang problem.. good product.. order pko soon ng ibang item.. recommended seller mga lods..,,,,
Maganda po siya at walang Damage. .Salamat po 😊😊😊,,,,
I Got My Order Thanks Seller ... 💯💯💯💯💯💯💯,,,,
"maganda ang item,mabilis din ang shipment,,almost 2 days lng mula nung inorder q dumating dn agd...thank you seller sa smooth transaction...will order again..sa mga kawork q yan thank you..ok lhat..😊",,,,
Okay naman sya mali lang yung order ko!❤️😂,,,,
VERRY NICE LEGIT,,,,
"Well packed
.......",,,,
F7prjdajfFNfzmyd,,,,
Good quality of items.  Safe na safe👍👍,,,,
Ganda ng tempered super ok na ok sa Gaming 5 star for me! Thanks din kay kuyang driver,,,,
walang kwentang shop,,,,
So un guys HAHAHHAAH indi q na sya mapic because nakalagay na HAHAHAH nmn sya guyssssssssssssss🖤🙂,,,,
Malupit to!,,,,
maganda sya kahit karton lng ung pinaglagyan nya ng item pero maganda sya,,,,
Perfectly fit for my phone! 5 stars 💗💗💗,,,,
"Di man lang inayos ang pagka balot, yupi tuloy",,,,
Best item ever,,,,
thank you seller walang damage ung order kung 3pcs.sana lahat ng seller gaya mo nagsesend muna ng order bago ipadala😔 order lang din kc sakin to..kay kuya rider salamat,,,,
ayos dumating na no problem sa item salamat bait ng seller dami namin pinagusapan HAHAHAHA,,,,
thankyou✨,,,,
Nice the seller is so responsive.,,,,
Thank you seller will order again,,,,
Good packaging and good quality.,,,,
Bakit ganun bitin tapos ayaw pa fumikit nalalaglag ano yan fake,,,,
Ok po ung products. . Thanks po,,,,
Minsan lang ako mag rate.maganda naman sulit. Sa mga nag rereklamo na maraming Bubbles baka Hindi nyo lang nalinis ng maigi. Chambahan lang din sa pag lalagay,,,,
"Nakakarton yung parcel kaya safe sya, nagsesend din ng pic si seller before shipping☺",,,,
maganda nmn sya ... tnx sa seller,,,,
Good product.,,,,
Ganda,,,,
Well-packaged at naideliver agad kahit worth 13 pesos lang order ko. ♥️,,,,
Thankyouu po,,,,
Thank you so much.. i will order again po,,,,
Kulang yung order ko! Walang Phone case! Tapos yung screen protector walang wipes😣,,,,
ganda po ng packaginggg♥️♥️,,,,
Good sya and mura pa👍👍👍👍👍,,,,
👍,,,,
Ang ganda maayos ang pag kakadeliver at di sira♥️,,,,
Ganda,,,,
Got mine 🥰 thankyouu 👏,,,,
Got mine 🥰 thankyouu 👏,,,,
Aus po,,,,
ANG GANDAAAA🥰🤗,,,,
Niceee,,,,
bitin yung isa . pero okay naman ung isa good sa packaging,,,,
"Realme 6 po yung inorder ko, okay naman sya anlaki ngalang nung hole para sa front cam, medyo malaki lang sya ng onti kaya nag kaka bubble sya sa corner side phone kapag may case ka. Overall ayos naman good packaging.",,,,
Goods,,,,
☑️👌salmat,,,,
"Good quality ..  seller very accomodating ..
thank you",,,,
Thank u seller😘😘,,,,
Good maganda sya,,,,
Tangina be sobrang nipis ng tempered,,,,
Good items ❤️,,,,
Hirap nya ilagay pero oksi naden,,,,
item secured..hindi po siya nabasag..thank you seller..ok po lahat ng order ko..kaya i will order again nexttime..thank you po,,,,
😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊,,,,
maganda po mabilis dumating maganda din Yung item,,,,
Unang order ko ok.. ngyon palpak.. kulang kulang d tuloy naikabit nsayang lng ... Puro alikabok..,,,,
Legit easy to install ty,,,,
Dabest packaging may karton para safe talaga weel recommended,,,,
"very nice product at very nice din c kuya n ngdeliver, tnx🥰🥰",,,,
Goods,,,,
10 star,,,,
mali mali dumadating na item 😡😡,,,,
got my parcel just now... ok nman nkarating ung item. ty,,,,
Maganda at makapal yung parcel! Will order again♥️♥️♥️,,,,
goods nmn ung screen protector ung earphone nd nagana😠,,,,
🥰🥰🥰,,,,
"Ok siya ambilisss dumating kakaorder kolang.thank you seller.nagsend muna siya photos bago iship.☺️
I give 5 stars.",,,,
Nice,,,,
"Uhmm, kyut ako Sabi ni mama",,,,
Its nice to online games it so slippery and smooth,,,,
nice product,,,,
I forgot to take a pic pero maganda and mura paaa,,,,
nice,,,,
Screen protector lang pala pero nakalagay ceramic full screen film kaya pala mura,,,,
Batsa diko ma explain ang Ganda talaga sobra...,,,,
They send me the picture before sending it <3,,,,
Maganda sya at ang mura pa ang bilis dumating,,,,
Diko gusto🥺 nag bubbles sa phone ko,,,,
Thank yo seller,,,,
Thank u🥰,,,,
Ok nmn,,,,
Very affordable and nag sesend si seller ng picture bago i send super satisfied sa ceramic na tempered and super cute yunh color ng facemask,,,,
good,,,,
thank u seller!! will buy again thanks,,,,
gara lods nagbababols,,,,
"Goods na goods, pasma no problem!!!!",,,,
💯 legit 2nd time Kona mag order dto,,,,
Ok naman siya..mabilis ang shipping,,,,
Bzajozwihakaonenkwk,,,,
Superrrrr ganda!,,,,
💖💖💖💖,,,,
Thank you seller.  Good quality po,,,,
Thank you seller. All item goods.,,,,
Soo slippery and smooth tempered,,,,
Goods na goods. Order na kayo napaka ganda ng product nato.,,,,
Solid ng quality thankyou!!!❤️,,,,
Very nice quality ng ganda ❤😍😊,,,,
Good quality but the packaging  ayaw ko,,,,
Ok na,,,,
❤️,,,,
Ok naman sya . salamat sa rider 😂,,,,
Super Ganda ng Case... Pang gaming talaga sya.. Oorder ulit ako sa Susunod😉,,,,
Magandaaaa,,,,
Many dents kaya nag bubbles di sulit sayang pera at oras,,,,
The best..!!¡!!,,,,
Super Nice...thumbs up❤️,,,,
"Got my ceramic tempered. Very satisfied 😁 
Actually realme 8 pro yung phone ko, mag ka size sila ng 7pro. Super affordable and yung seller nag uupdate once na for shipping na yung item. Thank you po and God bless.",,,,
Thank you. Good product,,,,
Maayos Sya Thank You,,,,
Very legit at smooth,,,,
Maayos po yong pagkakabalot kala ko scam puno ng karton andon pala sa pinaka gitna hahahaha,,,,
Good quality po sya,,,,
"Thank you, order again and again",,,,
Good ❤️❤️❤️❤️❤️❤️,,,,
Maganda Po Sya 💗🥰,,,,
Maganda naman cya,,,,
"Well packaging, good quality sulit sa presyo,. Thank you po.",,,,
Ang ganda nya po,,,,
Sobrang goods! 👌,,,,
Goods naman,,,,
Sobrang ganda😊,,,,
Andali magas gas ket ilagay sa kahoy,,,,
Thankyou po❤️,,,,
Maganda po :),,,,
Okay naman siya naikabit ko na .,,,,
Thank you!!!,,,,
Good Item ❤️,,,,
Nice items..,,,,
Nice quality,,,,
Maganda sya,,,,
Ganda po✨❣️,,,,
maganda sya,,,,
Screen protector is okay! I thought tempered glass and matte ceramic 😅 but it's okay.. I pay for 13 pesos each 👍 thank you!🥰,,,,
Very nicee,,,,
Maganda mabilis nadeliver,,,,
I am disappointed 🙄☹️,,,,
thank you,,,,
Good item,,,,
all goods,,,,
Ang bilis dumating knowing na nasa visayas ako and secure Yung parcel Hindi nabasag! Thankyou seller and Kuya driver sa pay ingat Ng parcel ko!,,,,
Gandaaaa,,,,
Ganda po,,,,
niceeeee,,,,
Goodshit,,,,
Love it,,,,
Thanks,,,,
Ganda,,,,
👍👍👍👍👍,,,,
Goods,,,,
Great,,,,
As always maganda talaga ang ceramic na screen protector,,,,
kulang ung itemmmm,,,,
❤️,,,,
Ok,,,,
I love the itemmmmm‼️❤️. Very sealed siya para hindi talaga mabasag. And ang bilis pa madeliverrr. Sobrang sulit talaga. I'll definitely order again to this shop.,,,,
Tama Lahat Ng item .,,,,
"Dfghjjhhhhhhhhuuuh     bbbb
Njjjoouhhh
Jngcvbjjj",,,,
Good packaging,,,,
Okay din nman po ang items kahit nkabalot lng ng karton well it is affordable for me thanks seller and sa shopee😊,,,,
5 star ako kase super ultimate legit yung item,,,,
May butas butas kaya may bubbles,,,,
Naka order receive anq nakalaqay sa shoppee ko pero wala pa ako natatanqqap ano ba naman yan ???,,,,
Napakasulit at napakabilis dumating.,,,,
plastic naman to ang dami pang lines muka tuloy may gasgas phone ko sayang pera,,,,
maganda naman pero buti nalang hindi kita mukha ko nung pag picture HAHSUAHAHAHAHAHSHAJAHAHAH,,,,
Nice package nakaka gulat lang kasi karton na makapal eh pero all goods,,,,
Maganda xa....smooth  sa screen,,,,
Astig nito guys kasi nag send muna sila ng picture sa akin para sure ako sa order ko sobrang galing ng seller at mabilis dumating mga orders ko❤️❤️❤️,,,,
ok naman sya,,,,
Di q na piniksuran nilagay ko agad eh tapos yung isa tinabi q na katamad na kunin basta maganda sya pero syempre mas maganda ako :),,,,
Thankyouu po!!❤️,,,,
Thank you po.mganda po sya.☺️,,,,
Complete order. Thank you!,,,,
"Very accommodating si seller,nag send pa sya ng pic bgo ishipped.,well packed and very secured.thank you much seller,and ky kua rider na mbait.",,,,
Ok naman po it fits for my need and sakto lang sa phone ko...Salamat Shopee....,,,,
